request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_164,27018000.00,affordable_with_plan,installments,2025-02-11:9366240;2025-03-11:9366240;2025-04-08:9366240,2025-04-08,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_165,80600.00,affordable_now,full_payment,2026-04-06:80600,2026-04-06,,Pay 80600.00 today. The projected balance remains above the required minimum.
request_166,2907.60,affordable_with_plan,installments,2024-12-03:1007.97;2025-01-03:1007.97;2025-02-03:1007.97,2025-02-03,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_167,43802.00,affordable_now,full_payment,2025-05-05:43802,2025-05-05,,Pay 43802.00 today. The projected balance remains above the required minimum.
request_168,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_169,41976.00,affordable_now,full_payment,2024-03-04:41976,2024-03-04,,Pay 41976.00 today. The projected balance remains above the required minimum.
request_170,35305577.09,affordable_with_plan,installments,2025-08-06:12804480;2025-09-03:12804480;2025-10-01:12804480,2025-10-01,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_171,127.95,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_172,10200.00,affordable_with_plan,full_payment,2024-06-05:10200,2024-06-05,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_173,77831.63,affordable_with_plan,installments,2025-11-21:39173.33;2025-12-19:39173.33;2026-01-16:39173.33,2026-01-16,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_174,1146.20,affordable_with_plan,installments,2026-04-04:397.35;2026-05-04:397.35;2026-06-03:397.35,2026-06-03,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_175,1592.70,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_176,499.25,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_177,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_178,2938.10,affordable_with_plan,installments,2024-12-07:1018.54;2025-01-07:1018.54;2025-02-07:1018.54,2025-02-07,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_179,12013871.80,affordable_later,wait,2025-06-16:41648000,2025-06-16,,Wait until 2025-06-16 to make the full payment. Paying earlier would risk the required minimum balance.
request_180,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_181,648.25,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_182,65714.00,affordable_now,full_payment,2025-08-05:65714,2025-08-05,,Pay 65714.00 today. The projected balance remains above the required minimum.
request_183,26866000.00,affordable_with_plan,installments,2026-04-10:9313546.67;2026-05-10:9313546.67;2026-06-09:9313546.67,2026-06-09,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_184,26732.00,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_185,561.47,affordable_with_plan,partial_payment,2025-11-06:561.47;2025-11-14:695.83,2025-11-14,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_186,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_187,46958.50,affordable_with_plan,partial_payment,2024-09-05:46958.50;2024-09-13:140541.50,2024-09-13,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_188,354.30,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_189,488.40,affordable_now,full_payment,2026-07-04:488.4,2026-07-04,,Pay 488.40 today. The projected balance remains above the required minimum.
request_190,808.11,affordable_later,wait,2025-01-16:2557.5,2025-01-16,,Wait until 2025-01-16 to make the full payment. Paying earlier would risk the required minimum balance.
request_191,664.40,affordable_now,full_payment,2025-05-03:664.4,2025-05-03,,Pay 664.40 today. The projected balance remains above the required minimum.
request_192,343.26,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_193,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_194,53235.25,affordable_later,wait,2025-09-21:132800,2025-09-21,,Wait until 2025-09-21 to make the full payment. Paying earlier would risk the required minimum balance.
request_195,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_196,762.30,affordable_now,full_payment,2024-06-03:762.3,2024-06-03,,Pay 762.30 today. The projected balance remains above the required minimum.
request_197,41952.90,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_198,185800.00,affordable_now,full_payment,2026-07-07:185800,2026-07-07,,Pay 185800.00 today. The projected balance remains above the required minimum.
request_199,23674000.00,affordable_with_plan,installments,2024-09-07:8206986.67;2024-10-08:8206986.67;2024-11-08:8206986.67,2024-11-08,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_200,21717000.00,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,,Pay 21717000.00 today. The projected balance remains above the required minimum.
request_201,23997000.00,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,,Pay 23997000.00 today. The projected balance remains above the required minimum.
request_202,123900.00,affordable_now,full_payment,2024-12-05:123900,2024-12-05,,Pay 123900.00 today. The projected balance remains above the required minimum.
request_203,1442.10,affordable_with_plan,installments,2025-05-10:499.93;2025-06-07:499.93;2025-07-05:499.93,2025-07-05,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_204,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_205,10621000.00,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,,Pay 10621000.00 today. The projected balance remains above the required minimum.
request_206,1404.70,affordable_with_plan,full_payment,2025-08-03:1404.7,2025-08-03,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_207,7487.05,affordable_later,wait,2026-07-15:11830,2026-07-15,,Wait until 2026-07-15 to make the full payment. Paying earlier would risk the required minimum balance.
request_208,4413000.00,affordable_now,full_payment,2024-06-07:4413000,2024-06-07,,Pay 4413000.00 today. The projected balance remains above the required minimum.
request_209,3622.73,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_210,1220.14,affordable_with_plan,installments,2026-04-06:471.48;2026-05-04:471.48;2026-06-01:471.48,2026-06-01,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_211,277.89,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_212,11825498.20,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_213,3362.40,affordable_with_plan,installments,2026-01-21:1165.63;2026-02-20:1165.63;2026-03-22:1165.63,2026-03-22,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_214,69750.00,affordable_with_plan,full_payment,2024-12-04:69750,2024-12-04,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_215,29986.00,affordable_with_plan,full_payment,2025-05-06:29986,2025-05-06,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_216,689.35,affordable_later,wait,2026-09-13:3332.4,2026-09-13,,Wait until 2026-09-13 to make the full payment. Paying earlier would risk the required minimum balance.
request_217,25550.63,affordable_with_plan,installments,2024-03-19:12889.07;2024-04-19:12889.07;2024-05-20:12889.07,2024-05-20,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_218,28894411.74,affordable_with_plan,installments,2025-08-07:21195893.33;2025-09-04:21195893.33;2025-10-02:21195893.33,2025-10-02,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_219,861.70,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_220,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_221,109800.00,affordable_now,full_payment,2025-11-03:109800,2025-11-03,,Pay 109800.00 today. The projected balance remains above the required minimum.
request_222,34078.00,affordable_now,full_payment,2026-01-05:34078,2026-01-05,,Pay 34078.00 today. The projected balance remains above the required minimum.
request_223,898.70,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,,Pay 898.70 today. The projected balance remains above the required minimum.
request_224,10327000.00,affordable_with_plan,full_payment,2025-02-04:10327000,2025-02-04,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_225,12930654.79,affordable_with_plan,installments,2026-07-20:7647120;2026-08-19:7647120;2026-09-18:7647120,2026-09-18,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_226,157000.00,affordable_now,full_payment,2024-12-03:157000,2024-12-03,,Pay 157000.00 today. The projected balance remains above the required minimum.
request_227,12839.03,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_228,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_229,590.69,affordable_with_plan,installments,2024-03-18:529.29;2024-04-18:529.29;2024-05-19:529.29,2024-05-19,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_230,3537.60,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,,Pay 3537.60 today. The projected balance remains above the required minimum.
request_231,35706.00,affordable_with_plan,full_payment,2026-01-03:35706,2026-01-03,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_232,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_233,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_234,297.61,affordable_later,wait,2026-08-14:1213.3,2026-08-14,,Wait until 2026-08-14 to make the full payment. Paying earlier would risk the required minimum balance.
request_235,967.20,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,,Pay 967.20 today. The projected balance remains above the required minimum.
request_236,7338973.99,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_237,23826000.00,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,,Pay 23826000.00 today. The projected balance remains above the required minimum.
request_238,663.60,affordable_with_plan,installments,2024-12-07:230.05;2025-01-07:230.05;2025-02-07:230.05,2025-02-07,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_239,482.96,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_240,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_241,21052000.00,affordable_with_plan,installments,2024-03-17:7298026.67;2024-04-17:7298026.67;2024-05-18:7298026.67,2024-05-18,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_242,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_243,17468.00,affordable_now,full_payment,2026-07-07:17468,2026-07-07,,Pay 17468.00 today. The projected balance remains above the required minimum.
request_244,47394.06,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_245,47644.70,affordable_later,wait,2025-12-14:128500,2025-12-14,,Wait until 2025-12-14 to make the full payment. Paying earlier would risk the required minimum balance.
request_246,64086.00,affordable_with_plan,installments,2026-04-03:22216.48;2026-05-03:22216.48;2026-06-02:22216.48,2026-06-02,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_247,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_248,1080.72,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_249,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_250,18123.08,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_251,1513.60,affordable_later,wait,2025-05-03:1513.6,2025-05-03,,Wait until 2025-05-03 to make the full payment. Paying earlier would risk the required minimum balance.
request_252,6305274.65,affordable_later,wait,2026-08-14:28082000,2026-08-14,,Wait until 2026-08-14 to make the full payment. Paying earlier would risk the required minimum balance.
request_253,1651.69,affordable_with_plan,installments,2024-03-21:984.6;2024-04-21:984.6;2024-05-22:984.6,2024-05-22,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_254,1089.45,affordable_later,wait,2025-09-13:3535.2,2025-09-13,,Wait until 2025-09-13 to make the full payment. Paying earlier would risk the required minimum balance.
request_255,3345000.00,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,,Pay 3345000.00 today. The projected balance remains above the required minimum.
request_256,183249.61,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_257,798.42,affordable_later,wait,2025-11-15:1352.4,2025-11-15,,Wait until 2025-11-15 to make the full payment. Paying earlier would risk the required minimum balance.
request_258,1113.60,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,,Pay 1113.60 today. The projected balance remains above the required minimum.
request_259,496.37,affordable_later,wait,2024-10-14:935,2024-10-14,,Wait until 2024-10-14 to make the full payment. Paying earlier would risk the required minimum balance.
request_26,15656000.00,affordable_now,full_payment,2025-08-03:15656000,2025-08-03,,Pay 15656000.00 today. The projected balance remains above the required minimum.
request_260,12646400.00,affordable_later,wait,2025-04-15:52079000,2025-04-15,,Wait until 2025-04-15 to make the full payment. Paying earlier would risk the required minimum balance.
request_261,1830.40,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,,Pay 1830.40 today. The projected balance remains above the required minimum.
request_262,9236000.00,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,,Pay 9236000.00 today. The projected balance remains above the required minimum.
request_263,11586.44,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_264,33761.06,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_265,45970.00,affordable_now,full_payment,2024-03-06:45970,2024-03-06,,Pay 45970.00 today. The projected balance remains above the required minimum.
request_266,935.00,affordable_with_plan,installments,2025-08-03:324.13;2025-08-31:324.13;2025-09-28:324.13,2025-09-28,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_267,1816.63,affordable_with_plan,installments,2026-01-08:667.33;2026-02-07:667.33;2026-03-09:667.33,2026-03-09,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_268,1148.52,affordable_with_plan,installments,2024-06-14:841.22;2024-07-15:841.22;2024-08-15:841.22,2024-08-15,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_269,10726.66,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_27,6670.00,affordable_now,full_payment,2026-07-05:6670,2026-07-05,,Pay 6670.00 today. The projected balance remains above the required minimum.
request_270,288.77,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_271,27996.75,affordable_later,wait,2024-11-13:91300,2024-11-13,,Wait until 2024-11-13 to make the full payment. Paying earlier would risk the required minimum balance.
request_272,7185087.08,affordable_with_plan,installments,2025-02-12:4709466.67;2025-03-12:4709466.67;2025-04-09:4709466.67,2025-04-09,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_273,11908060.96,affordable_with_plan,installments,2026-04-07:5498480;2026-05-05:5498480;2026-06-02:5498480,2026-06-02,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_274,2699.52,affordable_with_plan,installments,2024-12-04:940.75;2025-01-04:940.75;2025-02-04:940.75,2025-02-04,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_275,15884000.00,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,,Pay 15884000.00 today. The projected balance remains above the required minimum.
request_28,468.92,affordable_later,wait,2024-07-14:1302.4,2024-07-14,,Wait until 2024-07-14 to make the full payment. Paying earlier would risk the required minimum balance.
request_29,31641.49,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_30,775.20,affordable_with_plan,installments,2026-04-06:268.74;2026-05-06:268.74;2026-06-05:268.74,2026-06-05,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_31,2204227.70,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_32,2687.32,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_33,65180.00,affordable_later,wait,2026-01-14:118000,2026-01-14,,Wait until 2026-01-14 to make the full payment. Paying earlier would risk the required minimum balance.
request_34,129400.00,affordable_now,full_payment,2024-12-04:129400,2024-12-04,,Pay 129400.00 today. The projected balance remains above the required minimum.
request_35,55433.16,affordable_later,wait,2025-12-16:212000,2025-12-16,,Wait until 2025-12-16 to make the full payment. Paying earlier would risk the required minimum balance.
request_36,998.90,affordable_later,wait,2026-07-15:3954,2026-07-15,,Wait until 2026-07-15 to make the full payment. Paying earlier would risk the required minimum balance.
request_37,7220245.37,affordable_later,wait,2024-03-17:14649000,2024-03-17,,Wait until 2024-03-17 to make the full payment. Paying earlier would risk the required minimum balance.
request_38,259.02,affordable_later,wait,2025-09-13:971.3,2025-09-13,,Wait until 2025-09-13 to make the full payment. Paying earlier would risk the required minimum balance.
request_39,158670.34,affordable_later,wait,2026-04-15:208600,2026-04-15,,Wait until 2026-04-15 to make the full payment. Paying earlier would risk the required minimum balance.
request_40,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_41,15526600.15,affordable_later,wait,2025-11-15:38760000,2025-11-15,,Wait until 2025-11-15 to make the full payment. Paying earlier would risk the required minimum balance.
request_42,52100.00,affordable_now,full_payment,2026-01-05:52100,2026-01-05,,Pay 52100.00 today. The projected balance remains above the required minimum.
request_43,10045190.49,affordable_later,wait,2024-09-15:43339000,2024-09-15,,Wait until 2024-09-15 to make the full payment. Paying earlier would risk the required minimum balance.
request_44,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_45,5589650.69,affordable_later,wait,2026-07-15:21983000,2026-07-15,,Wait until 2026-07-15 to make the full payment. Paying earlier would risk the required minimum balance.
request_46,49450.00,affordable_with_plan,full_payment,2024-12-03:49450,2024-12-03,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_47,38114000.00,affordable_now,full_payment,2025-05-05:38114000,2025-05-05,,Pay 38114000.00 today. The projected balance remains above the required minimum.
request_48,45700.00,affordable_now,full_payment,2026-07-25:45700,2026-07-25,,Pay 45700.00 today. The projected balance remains above the required minimum.
request_49,0,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_50,43900.00,affordable_now,full_payment,2025-08-06:43900,2025-08-06,,Pay 43900.00 today. The projected balance remains above the required minimum.
request_51,2191000.00,affordable_now,full_payment,2026-01-03:2191000,2026-01-03,,Pay 2191000.00 today. The projected balance remains above the required minimum.
request_52,26970.00,affordable_later,wait,2024-06-16:28870,2024-06-16,,Wait until 2024-06-16 to make the full payment. Paying earlier would risk the required minimum balance.
request_53,755.42,affordable_with_plan,installments,2025-11-21:589.06;2025-12-19:589.06;2026-01-16:589.06,2026-01-16,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_54,7467.87,not_affordable,not_recommended,,,,None of the available payment options keeps the required minimum balance protected across the forecast.
request_55,160691.19,affordable_with_plan,installments,2026-06-11:75781.33;2026-07-12:75781.33;2026-08-12:75781.33,2026-08-12,,Use the recommended payment plan. All payments remain above the required minimum balance.
request_56,837.31,affordable_with_plan,installments,2025-02-03:458.42;2025-03-03:458.42,2025-03-03,,Use the recommended payment plan. All payments remain above the required minimum balance.
